id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
10433,34,Idriss Carlos Kameni,Idriss Carlos,Kameni,Idriss Carlos Kameni,idriss-carlos-kameni,36,186,86,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/cameroon/idriss-carlos-kameni,283,-1,-1,Goalkeeper,3150,1620,1530,445939200,Cameroon,eu,35,18,17,0,0,0,4,4,8,47,23,24,0,0,0,0,0,-1,0.0,0.0,0.0,23,0.0,0.0,0,1,67,2,2,0,90,1575,0,0.06,334,336,97,20,1495389600
461645,34,Roberto José Rosales Altuve,Roberto José,Rosales Altuve,Roberto Rosales,roberto-rosales,31,174,70,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/venezuela/roberto-rosales,283,-1,-1,Defender,2861,1350,1511,596016000,Venezuela,eu,32,15,17,1,0,1,3,3,6,46,18,28,2,1,1,0,0,-1,0.09,0.06,0.03,19,0.0,0.06,2861,1,62,6,6,1,89,477,1431,0.19,276,220,113,13,1492858800
10435,34,Bakary Koné,Bakary,Koné,Bakary Koné,bakary-kone,32,188,80,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/burkina-faso/bakary-kone,283,-1,-1,Defender,603,360,243,578127600,Burkina Faso,eu,7,4,3,0,0,0,1,0,1,9,3,6,0,0,0,0,0,-1,0.0,0.0,0.0,14,0.0,0.0,0,1,67,3,3,1,86,201,0,0.45,367,369,98,28,1477758600
10436,34,Diego Javier Llorente Ríos,Diego Javier,Llorente Ríos,Diego Llorente,diego-llorente,27,185,74,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/spain/diego-llorente,283,-1,-1,Defender,2029,873,1156,745484400,Spain,eu,25,10,13,2,1,1,3,4,7,29,10,19,0,0,0,0,0,-1,0.09,0.0,0.09,28,0.1,0.08,1015,1,70,4,3,1,81,507,0,0.18,197,370,91,11,1494784800
469142,34,Federico Ricca Rostagnol,Federico,Ricca Rostagnol,Federico Ricca,federico-ricca,25,178,73,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/uruguay/federico-ricca,283,-1,-1,Defender,1622,764,858,786268800,Uruguay,eu,21,8,11,0,0,0,4,3,7,27,11,16,1,1,0,0,0,-1,0.06,0.06,0.0,33,0.0,0.0,0,1,60,6,6,0,77,270,1622,0.33,368,222,124,27,1495389600
462252,34,Ignacio Camacho Barnola,Ignacio,Camacho Barnola,Ignacio Camacho,ignacio-camacho,30,183,75,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/spain/ignacio-camacho,283,-1,-1,Midfielder,3146,1710,1436,641804400,Spain,eu,35,19,16,4,2,2,4,3,7,49,24,25,2,1,1,0,0,-1,0.17,0.06,0.11,20,0.11,0.13,787,1,64,15,15,0,90,210,1573,0.43,176,217,-1,3,1495389600
10439,34,Sergio Gontán Gallardo,Sergio,Gontán Gallardo,Keko,keko,28,172,68,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/spain/keko,283,-1,-1,Midfielder,1055,449,606,693907200,Spain,eu,22,6,7,0,0,0,2,3,5,15,6,9,3,1,2,0,0,-1,0.26,0.26,0.0,23,0.0,0.0,0,1,70,6,6,0,48,176,352,0.51,369,38,-1,26,1495389600
10441,34,José Luis García del Pozo,José Luis,García del Pozo,Recio,recio,29,183,74,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/spain/recio,283,-1,-1,Midfielder,1358,729,629,663580800,Spain,eu,18,8,8,3,2,1,3,1,4,20,9,11,2,2,0,1,0,100,0.33,0.13,0.2,22,0.25,0.14,453,1,68,9,9,0,75,151,679,0.6,114,130,-1,6,1495389600
466270,34,Juan Pablo Añor Acosta,Juan Pablo,Añor Acosta,Juanpi,juanpi,26,176,67,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/venezuela/juanpi,283,-1,-1,Midfielder,1473,696,777,759398400,Venezuela,eu,22,8,8,2,1,1,1,2,3,24,9,15,0,0,0,0,0,-1,0.12,0.0,0.12,14,0.13,0.12,737,1,61,6,6,1,67,246,0,0.37,163,371,-1,10,1491677100
465367,34,Jonathan Rodríguez Menéndez,Jonathan,Rodríguez Menéndez,Jony Rodríguez,jony-rodriguez,29,179,76,La Liga,Domestic League,2016/2017,2016,2017,https://footystats.org/players/spain/jony-rodriguez,283,-1,-1,Midfielder,1250,579,671,679042800,Spain,eu,24,8,7,2,2,0,4,1,5,21,8,13,1,1,0,1,0,100,0.22,0.07,0.14,21,0.31,0.0,625,1,60,3,3,0,52,417,1250,0.22,153,195,-1,9,1495389600
