id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
2897,3636,Iker Casillas Fernández,Iker,Casillas Fernández,Iker Casillas Fernández,iker-casillas-fernandez,39,185,84,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/spain/iker-casillas-fernandez,84,-1,-1,Goalkeeper,3420,1710,1710,359190000,Spain,eu,38,19,19,0,0,0,9,6,15,35,18,17,0,0,0,0,0,-1,0.0,0.0,0.0,39,0.0,0.0,0,0,98,0,0,0,90,0,0,0.0,318,332,23,19,1274029200
461294,3636,Raúl Albiol Tortajada,Raúl,Albiol Tortajada,Raúl Albiol,raul-albiol,35,190,82,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/spain/raul-albiol,84,-1,-1,Defender,2843,1468,1375,494665200,Spain,eu,33,17,15,0,0,0,8,5,13,31,17,14,1,1,0,0,0,-1,0.03,0.03,0.0,39,0.0,0.0,0,0,92,8,7,1,86,355,2843,0.25,434,272,35,23,1274029200
461331,3636,Ezequiel Marcelo Garay,Ezequiel Marcelo,Garay,Ezequiel Garay,ezequiel-garay,34,189,90,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/argentina/ezequiel-garay,84,-1,-1,Defender,1687,766,921,529311600,Argentina,eu,20,9,10,1,0,1,5,3,8,18,7,11,3,2,1,0,0,-1,0.21,0.16,0.05,40,0.0,0.1,1687,0,94,5,5,0,84,337,562,0.27,226,83,33,13,1274029200
4285,3636,Álvaro Arbeloa Coca,Álvaro,Arbeloa Coca,Álvaro Arbeloa Coca,alvaro-arbeloa-coca,37,184,79,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/spain/alvaro-arbeloa-coca,84,-1,-1,Defender,2649,1405,1244,411638400,Spain,eu,30,16,14,2,1,1,7,4,11,29,16,13,2,1,1,0,0,-1,0.14,0.07,0.07,37,0.06,0.07,1325,0,91,10,10,0,88,265,1325,0.34,203,202,36,11,1273345200
461958,3636,Marcelo Vieira da Silva Júnior,Marcelo,Vieira da Silva Júnior,Marcelo,marcelo,32,174,80,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/brazil/marcelo,84,-1,-1,Defender,3002,1509,1493,579423600,Brazil,eu,35,17,17,4,3,1,8,6,14,32,18,14,9,6,3,0,0,-1,0.39,0.27,0.12,40,0.18,0.06,751,0,94,5,5,0,86,600,334,0.15,146,34,32,7,1274029200
439,3636,Ricardo Izecson dos Santos Leite,Ricardo Izecson,dos Santos Leite,Ricardo Izecson dos Santos Leite,ricardo-izecson-dos-santos-leite,38,186,82,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/brazil/ricardo-izecson-dos-santos-leite,84,-1,-1,Midfielder,1821,891,930,388310400,Brazil,eu,25,10,11,8,4,4,7,4,11,17,8,9,6,2,4,2,0,100,0.69,0.3,0.4,44,0.4,0.39,228,0,107,3,3,0,73,607,304,0.15,37,27,-1,4,1273089600
979,3636,Xabier Alonso Olano,Xabier,Alonso Olano,Xabi Alonso,xabi-alonso,38,183,80,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/spain/xabi-alonso,84,-1,-1,Midfielder,3018,1528,1490,375523200,Spain,eu,34,17,17,3,3,0,7,4,11,35,18,17,5,4,1,1,0,100,0.24,0.15,0.09,32,0.18,0.0,1006,1,86,12,12,0,89,252,604,0.36,179,98,-1,9,1274029200
11350,3636,Lassana Diarra,Lassana,Diarra,Lassana Diarra,lassana-diarra,35,172,73,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/france/lassana-diarra,84,-1,-1,Midfielder,1669,856,813,479289600,France,eu,23,10,9,1,1,0,7,4,11,16,8,8,1,0,1,0,0,-1,0.11,0.05,0.05,48,0.11,0.0,1669,0,104,10,10,1,73,167,1669,0.54,233,224,-1,14,1269111600
117250,3636,Raúl González Blanco,Raúl,González Blanco,Raúl González Blanco,raul-gonzalez-blanco,43,180,75,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/spain/raul-gonzalez-blanco,84,-1,-1,Forward,1039,527,512,236242800,Spain,eu,30,5,3,5,3,2,7,6,13,10,4,6,1,1,0,0,0,-1,0.52,0.09,0.43,43,0.51,0.35,208,0,104,1,1,0,35,1039,1039,0.09,31,164,-1,6,1265490000
460865,3636,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,dos Santos Aveiro,Cristiano Ronaldo,cristiano-ronaldo,35,187,83,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/portugal/cristiano-ronaldo,84,-1,-1,Forward,2470,1306,1164,476438400,Portugal,eu,29,15,13,26,13,13,6,5,11,26,16,10,9,5,4,4,1,80,1.28,0.33,0.95,38,0.9,1.01,95,0,95,7,6,2,85,353,274,0.26,3,21,-1,2,1274029200
3172,3636,Karim Benzema,Karim,Benzema,Karim Benzema,karim-benzema,32,184,84,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/france/karim-benzema,84,-1,-1,Forward,1305,748,557,566899200,France,eu,27,8,6,8,6,2,9,2,11,10,4,6,3,1,2,0,0,-1,0.76,0.21,0.55,41,0.72,0.32,163,0,131,0,0,0,48,0,435,0.0,15,62,-1,3,1265490000
8567,3636,Esteban Félix Granero Molina,Esteban Félix,Granero Molina,Esteban Félix Granero Molina,esteban-felix-granero-molina,33,180,78,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/spain/esteban-felix-granero-molina,84,-1,-1,Midfielder,1865,932,933,552207600,Spain,eu,31,10,11,3,1,2,8,6,14,19,12,7,5,4,1,0,0,-1,0.39,0.24,0.14,45,0.1,0.19,622,0,98,3,3,0,60,622,373,0.14,130,50,-1,10,1274029200
461525,3636,Gonzalo Gerardo Higuaín,Gonzalo Gerardo,Higuaín,Gonzalo Higuain,gonzalo-higuain,32,186,89,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/argentina/gonzalo-higuain,84,-1,-1,Forward,2392,1151,1241,566121600,Argentina,eu,32,13,15,27,15,12,6,5,11,26,14,12,4,3,1,0,0,-1,1.17,0.15,1.02,34,1.17,0.87,89,0,92,3,3,0,75,797,598,0.11,2,101,-1,1,1274029200
631241,3636,José María Gutiérrez Hernández,José María,Gutiérrez Hernández,José María Gutiérrez Hernández,jose-maria-gutierrez-hernandez,43,182,78,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/spain/jose-maria-gutierrez-hernandez,84,-1,-1,Midfielder,1237,545,692,215593200,Spain,eu,26,4,6,2,1,1,6,4,10,7,2,5,7,2,5,0,0,-1,0.65,0.51,0.15,38,0.17,0.13,619,0,177,5,5,0,48,247,177,0.36,124,4,-1,12,1273345200
11351,3636,Fernando Rubén Gago,Fernando Rubén,Gago,Fernando Rubén Gago,fernando-ruben-gago,34,178,70,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/argentina/fernando-ruben-gago,84,-1,-1,Midfielder,1177,611,566,513504000,Argentina,eu,18,7,7,0,0,0,4,2,6,15,7,8,2,1,1,0,0,-1,0.15,0.15,0.0,33,0.0,0.0,0,1,78,4,4,0,65,294,589,0.31,352,103,-1,22,1274029200
173444,3636,Jerzy Dudek,Jerzy,Dudek,Jerzy Dudek,jerzy-dudek,47,188,83,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/poland/jerzy-dudek,84,-1,-1,Goalkeeper,0,0,0,101721600,Poland,eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,-1,-1,-1,-1,0
7155,3636,Royston Ricky Drenthe,Royston Ricky,Drenthe,Royston Ricky Drenthe,royston-ricky-drenthe,33,167,78,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/netherlands/royston-ricky-drenthe,84,-1,-1,Midfielder,283,191,92,544863600,Netherlands,eu,8,2,1,0,0,0,2,2,4,1,0,1,1,1,0,0,0,-1,0.32,0.32,0.0,50,0.0,0.0,0,0,283,2,2,0,35,142,283,0.64,353,24,-1,21,1258830000
172616,3636,Christoph Metzelder,Christoph,Metzelder,Christoph Metzelder,christoph-metzelder,39,194,91,La Liga,Domestic League,2009/2010,2009,2010,https://footystats.org/players/germany/christoph-metzelder,84,-1,-1,Defender,180,0,180,342259200,Germany,eu,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,100,0.0,0.0,0,0,0,0,0,0,90,0,0,0.0,-1,-1,-1,20,1270400400
