id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
974,1636,Manuel Neuer,Manuel,Neuer,Manuel Neuer,manuel-neuer,34,193,92,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/germany/manuel-neuer,38,-1,-1,Goalkeeper,2303,1170,1133,512294400,Germany,eu,26,13,13,0,0,0,6,4,10,22,10,12,0,0,0,0,0,-1,0.0,0.0,0.0,38,0.0,0.0,0,0,105,1,1,0,89,2303,0,0.04,278,372,8,23,1555248600
1346,1636,Jérôme Boateng,Jérôme,Boateng,Jérôme Boateng,jerome-boateng,32,192,90,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/germany/jerome-boateng,38,-1,-1,Defender,1693,990,703,589273200,Germany,eu,20,11,8,0,0,0,5,2,7,16,7,9,2,2,0,0,0,-1,0.11,0.11,0.0,35,0.0,0.0,0,0,106,1,1,0,85,1693,847,0.05,366,132,6,21,1556976600
462411,1636,David Olatukunbo Alaba,David,Olatukunbo Alaba,David Alaba,david-alaba,28,180,78,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/austria/david-alaba,38,-1,-1,Defender,2533,1244,1289,709369200,Austria,eu,31,14,15,3,1,2,6,5,11,26,11,15,3,2,1,0,0,-1,0.21,0.11,0.11,35,0.07,0.14,844,0,97,4,4,0,82,633,844,0.14,155,131,14,9,1558186200
1265,1636,Niklas Süle,Niklas,Süle,Niklas Süle,niklas-sule,25,195,97,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/germany/niklas-sule,38,-1,-1,Defender,2652,1350,1302,810111600,Germany,eu,31,15,14,2,2,0,6,4,10,28,12,16,0,0,0,0,0,-1,0.07,0.0,0.07,32,0.13,0.0,1326,0,95,3,3,0,86,884,0,0.1,185,260,16,11,1558186200
996,1636,Joshua Kimmich,Joshua,Kimmich,Joshua Kimmich,joshua-kimmich,25,176,70,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/germany/joshua-kimmich,38,-1,-1,Midfielder,3060,1530,1530,792230400,Germany,eu,34,17,17,2,1,1,7,5,12,31,13,18,13,6,7,0,0,-1,0.44,0.38,0.06,35,0.06,0.06,1530,0,99,4,4,0,90,765,235,0.12,197,5,-1,12,1558186200
460881,1636,Franck Bilal Ribéry,Franck Bilal,Ribéry,Franck Ribery,franck-ribery,37,170,72,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/france/franck-ribery,38,-1,-1,Midfielder,1167,610,557,418550400,France,eu,25,4,6,6,4,2,7,4,11,11,5,6,3,3,0,0,0,-1,0.69,0.23,0.46,44,0.59,0.32,195,0,106,3,3,0,47,389,389,0.23,33,48,-1,5,1550932200
461470,1636,Javier Martínez Aginaga,Javier,Martínez Aginaga,Javi Martinez,javi-martinez,32,192,86,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/spain/javi-martinez,38,-1,-1,Midfielder,1311,616,695,589186800,Spain,eu,21,8,8,3,2,1,5,1,6,14,5,9,0,0,0,0,0,-1,0.21,0.0,0.21,28,0.29,0.13,437,0,94,3,3,0,62,437,0,0.21,94,259,-1,10,1556467200
982,1636,Thiago Alcântara do Nascimento,Thiago,Alcântara do Nascimento,Thiago Alcantara,thiago-alcantara,29,174,70,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/spain/thiago-alcantara,38,-1,-1,Midfielder,2407,1166,1241,671353200,Spain,eu,30,12,14,2,1,1,7,5,12,21,10,11,6,5,1,0,0,-1,0.3,0.22,0.07,40,0.08,0.07,1204,0,115,5,5,0,80,481,401,0.19,187,53,-1,13,1558186200
1345,1636,Kingsley Coman,Kingsley,Coman,Kingsley Coman,kingsley-coman,24,178,71,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/france/kingsley-coman,38,-1,-1,Forward,1387,667,720,834649200,France,eu,21,9,8,6,2,4,6,3,9,13,4,9,4,3,1,0,0,-1,0.65,0.26,0.39,43,0.27,0.5,231,0,107,2,2,0,66,694,347,0.13,47,30,-1,6,1558186200
983,1636,Thomas Müller,Thomas,Müller,Thomas Müller,thomas-muller,31,186,75,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/germany/thomas-muller,38,-1,-1,Forward,2391,1213,1178,621673200,Germany,eu,32,14,14,6,4,2,7,5,12,21,11,10,9,4,5,0,0,-1,0.56,0.34,0.23,38,0.3,0.15,399,0,114,1,1,0,75,2391,266,0.04,87,13,-1,7,1558186200
984,1636,Robert Lewandowski,Robert,Lewandowski,Robert Lewandowski,robert-lewandowski,32,185,79,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/poland/robert-lewandowski,38,-1,-1,Forward,2959,1440,1519,588150000,Poland,eu,33,16,17,22,11,11,7,5,12,30,12,18,7,3,4,3,1,75,0.88,0.21,0.67,36,0.69,0.65,135,0,99,2,2,0,90,1480,423,0.06,8,54,-1,1,1558186200
1347,1636,Arjen Robben,Arjen,Robben,Arjen Robben,arjen-robben,36,180,80,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/netherlands/arjen-robben,38,-1,-1,Midfielder,567,380,187,443692800,Netherlands,eu,12,4,3,4,4,0,0,2,2,8,6,2,0,0,0,0,0,-1,0.63,0.0,0.63,17,0.95,0.0,142,1,71,2,2,1,47,284,0,0.32,12,249,-1,8,1541255400
1300,1636,Leon Goretzka,Leon,Goretzka,Leon Goretzka,leon-goretzka,25,189,79,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/germany/leon-goretzka,38,-1,-1,Midfielder,2021,932,1089,792057600,Germany,eu,30,11,12,8,2,6,7,4,11,23,9,14,4,1,3,0,0,-1,0.53,0.18,0.36,37,0.19,0.5,253,1,88,3,3,0,67,674,505,0.13,53,76,-1,3,1558186200
463782,1636,James David Rodríguez Rubio,James David,Rodríguez Rubio,James Rodriguez,james-rodriguez,29,181,78,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/colombia/james-rodriguez,38,-1,-1,Midfielder,1142,546,596,679302000,Colombia,eu,20,6,7,7,5,2,3,2,5,14,4,10,3,2,1,0,0,-1,0.79,0.24,0.55,25,0.82,0.3,163,1,82,2,2,0,57,571,381,0.16,18,42,-1,4,1553956200
1270,1636,Sandro Wagner,Sandro,Wagner,Sandro Wagner,sandro-wagner,32,194,92,Bundesliga,Domestic League,2018/2019,2018,2019,https://footystats.org/players/germany/sandro-wagner,38,-1,-1,Forward,138,90,48,565171200,Germany,eu,7,1,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,56,0.0,0.0,0,0,0,2,2,0,20,69,0,1.3,-1,-1,-1,20,1537900200
