id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
172630,4629,Oliver Kahn,Oliver,Kahn,Oliver Kahn,oliver-kahn,51,188,90,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/oliver-kahn,38,-1,-1,Goalkeeper,2880,1440,1440,-16909200,Germany,eu,32,16,16,0,0,0,6,2,8,37,12,25,0,0,0,0,0,-1,0.0,0,0.0,25,0.0,0.0,0,1,78,4,4,0,90,720,0,0.13,260,1,52,21,1178976600
975,4629,Philipp Lahm,Philipp,Lahm,Philipp Lahm,philipp-lahm,36,170,66,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/philipp-lahm,38,-1,-1,Defender,3024,1494,1530,437385600,Germany,eu,34,17,17,1,0,1,6,2,8,40,14,26,0,0,0,0,0,-1,0.03,0,0.03,24,0.0,0.06,3024,1,76,3,3,0,89,1008,0,0.09,227,182,59,11,1179581400
88084,4629,Lucimar da Silva Ferreira,Lucimar,da Silva Ferreira,Lucimar da Silva Ferreira,lucimar-da-silva-ferreira,42,188,84,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/brazil/lucimar-da-silva-ferreira,38,-1,-1,Defender,2272,1164,1108,263458800,Brazil,eu,26,13,12,0,0,0,5,1,6,30,10,20,0,0,0,0,0,-1,0.0,0,0.0,23,0.0,0.0,0,1,76,1,1,0,87,2272,0,0.04,288,246,57,27,1178371800
172846,4629,Willy Sagnol,Willy,Sagnol,Willy Sagnol,willy-sagnol,43,180,78,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/france/willy-sagnol,38,-1,-1,Defender,2034,900,1134,227520000,France,eu,23,10,13,1,1,0,4,1,5,29,7,22,0,0,0,0,0,-1,0.04,0,0.04,22,0.1,0.0,2034,1,70,8,8,0,88,254,0,0.35,212,245,72,13,1175347800
3414,4629,Daniel Van Buyten,Daniel,Van Buyten,Daniel Van Buyten,daniel-van-buyten,42,197,95,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/belgium/daniel-van-buyten,38,-1,-1,Defender,2729,1243,1486,255686400,Belgium,eu,31,14,17,3,1,2,6,2,8,35,9,26,0,0,0,0,0,-1,0.1,0,0.1,26,0.07,0.12,910,1,78,2,2,0,88,1365,0,0.07,147,244,49,7,1178976600
1829,4629,Bastian Schweinsteiger,Bastian,Schweinsteiger,Bastian Schweinsteiger,bastian-schweinsteiger,36,183,79,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/bastian-schweinsteiger,38,-1,-1,Midfielder,2254,1111,1143,460191600,Germany,eu,27,13,13,4,2,2,5,1,6,29,9,20,0,0,0,0,0,-1,0.16,0,0.16,22,0.16,0.16,564,1,78,6,6,0,83,376,0,0.24,100,243,-1,5,1175952600
172659,4629,Owen Lee Hargreaves,Owen Lee,Hargreaves,Owen Lee Hargreaves,owen-lee-hargreaves,39,180,74,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/england/owen-lee-hargreaves,38,-1,-1,Midfielder,719,360,359,348825600,England,eu,9,4,5,0,0,0,1,0,1,10,3,7,0,0,0,0,0,-1,0.0,0,0.0,11,0.0,0.0,0,1,72,1,1,0,80,719,0,0.13,289,242,-1,26,1177162200
643406,4629,Hasan Salihamidžić,Hasan,Salihamidžić,Hasan Salihamidžić,hasan-salihamidzic,43,176,71,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/bosnia-and-herzegovina/hasan-salihamidzic,38,-1,-1,Midfielder,2128,1242,886,220953600,Bosnia and Herzegovina,eu,29,14,11,4,1,3,6,1,7,24,11,13,0,0,0,0,0,-1,0.17,0,0.17,24,0.07,0.3,532,1,89,5,5,0,73,426,0,0.21,96,241,-1,6,1179581400
3510,4629,Andreas Ottl,Andreas,Ottl,Andreas Ottl,andreas-ottl,35,186,78,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/andreas-ottl,38,-1,-1,Midfielder,1853,1050,803,478512000,Germany,eu,24,13,10,1,0,1,6,2,8,21,9,12,0,0,0,0,0,-1,0.05,0,0.05,33,0.0,0.11,1853,1,88,2,2,0,77,927,0,0.1,198,240,-1,14,1179581400
10962,4629,Roque Luis Santa Cruz Cantero,Roque Luis,Santa Cruz Cantero,Roque Luis Santa Cruz Cantero,roque-luis-santa-cruz-cantero,39,189,80,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/paraguay/roque-luis-santa-cruz-cantero,38,-1,-1,Forward,1178,569,609,366793200,Paraguay,eu,26,6,6,2,1,1,5,2,7,13,4,9,0,0,0,0,0,-1,0.15,0,0.15,27,0.16,0.15,589,0,91,1,1,0,45,1178,0,0.08,105,239,-1,9,1179581400
664760,4629,Roy Makaay,Roy,Makaay,Roy Makaay,roy-makaay,45,188,76,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/netherlands/roy-makaay,38,-1,-1,Forward,2612,1306,1306,163580400,Netherlands,eu,33,15,16,16,7,9,6,2,8,37,14,23,0,0,0,1,0,100,0.55,0,0.55,24,0.48,0.62,163,1,71,2,2,0,79,1306,0,0.07,10,237,-1,1,1179581400
672345,4629,Mehmet Scholl,Mehmet,Scholl,Mehmet Scholl,mehmet-scholl,49,-1,-1,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/mehmet-scholl,38,-1,-1,Midfielder,295,165,130,24908400,Germany,eu,14,1,0,1,1,0,2,1,3,5,3,2,0,0,0,0,0,-1,0.31,0,0.31,21,0.55,0.0,295,1,59,0,0,0,21,0,0,0.0,42,228,-1,12,1179581400
4700,4629,Lukas Podolski,Lukas,Podolski,Lukas Podolski,lukas-podolski,35,182,83,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/lukas-podolski,38,-1,-1,Forward,1122,606,516,486716400,Germany,eu,22,6,5,4,3,1,5,1,6,14,4,10,0,0,0,1,0,100,0.32,0,0.32,27,0.45,0.17,281,1,80,1,1,0,51,1122,0,0.08,39,236,-1,4,1177162200
24429,4629,Julio Daniel Dos Santos Rodríguez,Julio Daniel,Dos Santos Rodríguez,Julio Daniel Dos Santos Rodríguez,julio-daniel-dos-santos-rodriguez,37,191,89,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/paraguay/julio-daniel-dos-santos-rodriguez,38,-1,-1,Midfielder,5,5,0,421138800,Paraguay,eu,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0.0,0,0.0,25,0.0,0.0,0,0,0,0,0,0,1,0,0,0.0,-1,-1,-1,25,0
1416,4629,Claudio Miguel Pizarro Bossio,Claudio Miguel,Pizarro Bossio,Claudio Miguel Pizarro Bossio,claudio-miguel-pizarro-bossio,42,184,84,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/peru/claudio-miguel-pizarro-bossio,38,-1,-1,Forward,2159,966,1193,276246000,Peru,eu,33,11,12,8,5,3,5,2,7,30,10,20,0,0,0,0,1,0,0.33,0,0.33,21,0.47,0.23,270,1,72,2,2,0,65,1080,0,0.08,37,235,-1,2,1178976600
977,4629,Mats Hummels,Mats,Hummels,Mats Hummels,mats-hummels,31,191,92,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/mats-hummels,38,-1,-1,Defender,38,38,0,598262400,Germany,eu,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,-1,0.0,0,0.0,0,0.0,0.0,0,4,19,0,0,0,38,0,0,0.0,-1,-1,-1,24,0
21664,4629,Michael Rensing,Michael,Rensing,Michael Rensing,michael-rensing,36,191,93,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/michael-rensing,38,-1,-1,Goalkeeper,90,0,90,453366000,Germany,eu,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0.0,0,0.0,0,0.0,0.0,0,1,90,0,0,0,90,0,0,0.0,-1,-1,-1,23,1178371800
1035,4629,Roman Weidenfeller,Roman,Weidenfeller,Roman Weidenfeller,roman-weidenfeller,40,190,90,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/roman-weidenfeller,33,-1,-1,Goalkeeper,3060,1530,1530,334393200,Germany,eu,34,17,17,0,0,0,7,2,9,42,17,25,0,0,0,0,0,-1,0.0,0,0.0,26,0.0,0.0,0,1,73,2,2,0,90,1530,0,0.06,290,234,68,10,1179581400
172616,4629,Christoph Metzelder,Christoph,Metzelder,Christoph Metzelder,christoph-metzelder,39,194,91,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/christoph-metzelder,33,-1,-1,Defender,1492,650,842,342259200,Germany,eu,19,8,9,0,0,0,4,2,6,22,8,14,0,0,0,0,0,-1,0.0,0,0.0,32,0.0,0.0,0,1,68,1,1,0,79,1492,0,0.06,291,233,80,17,1179581400
35524,4629,Phillip Degen,Phillip,Degen,Phillip Degen,phillip-degen,37,185,84,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/switzerland/phillip-degen,33,-1,-1,Defender,2115,943,1172,414144000,Switzerland,eu,27,11,13,0,0,0,4,2,6,30,11,19,0,0,0,0,0,-1,0.0,0,0.0,22,0.0,0.0,0,1,71,8,8,0,78,264,0,0.34,292,232,75,21,1178371800
154806,4629,Markus Brzenska,Markus,Brzenska,Markus Brzenska,markus-brzenska,36,196,87,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/markus-brzenska,33,-1,-1,Defender,1914,956,958,454316400,Germany,eu,25,10,11,3,0,3,5,2,7,25,10,15,0,0,0,0,0,-1,0.14,0,0.14,28,0.0,0.28,638,1,77,8,8,0,77,239,0,0.38,116,231,55,4,1179581400
649753,4629,Leonardo de Déus Santos,Leonardo,de Déus Santos,Leonardo de Déus Santos,leonardo-de-deus-santos,42,176,69,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/brazil/leonardo-de-deus-santos,33,-1,-1,Defender,2603,1303,1300,261734400,Brazil,eu,30,15,15,0,0,0,6,1,7,35,14,21,0,0,0,0,0,-1,0.0,0,0.0,23,0.0,0.0,0,1,74,4,3,1,87,651,0,0.14,293,230,63,20,1179581400
1763,4629,Sebastian Kehl,Sebastian,Kehl,Sebastian Kehl,sebastian-kehl,40,187,87,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/sebastian-kehl,33,-1,-1,Midfielder,252,167,85,319276800,Germany,eu,6,2,2,0,0,0,1,1,2,5,4,1,0,0,0,0,0,-1,0.0,0,0.0,33,0.0,0.0,0,1,50,1,1,0,42,252,0,0.36,-1,-1,-1,19,1174141800
22163,4629,Florian Kringe,Florian,Kringe,Florian Kringe,florian-kringe,38,187,82,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/florian-kringe,33,-1,-1,Midfielder,2906,1490,1416,398502000,Germany,eu,34,17,17,2,0,2,7,2,9,41,17,24,0,0,0,0,0,-1,0.06,0,0.06,26,0.0,0.13,1453,1,71,3,3,0,85,969,0,0.09,188,229,-1,6,1179581400
4210,4629,Steven Pienaar,Steven,Pienaar,Steven Pienaar,steven-pienaar,38,170,71,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/south-africa/steven-pienaar,33,-1,-1,Midfielder,1735,1005,730,385200000,South Africa,eu,25,12,8,0,0,0,6,2,8,19,11,8,0,0,0,0,0,-1,0.0,0,0.0,32,0.0,0.0,0,0,91,2,2,0,69,868,0,0.1,294,247,-1,18,1178976600
21995,4629,Marc-André Kruska,Marc-André,Kruska,Marc-André Kruska,marc-andre-kruska,33,178,65,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/marc-andre-kruska,33,-1,-1,Midfielder,2513,1284,1229,551948400,Germany,eu,31,15,14,1,0,1,7,2,9,28,13,15,0,0,0,1,0,100,0.04,0,0.04,28,0.0,0.07,2513,1,90,10,10,0,81,251,0,0.36,204,238,-1,8,1179581400
35700,4629,Alexander Frei,Alexander,Frei,Alexander Frei,alexander-frei,41,180,74,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/switzerland/alexander-frei,33,-1,-1,Forward,2619,1345,1274,300870000,Switzerland,eu,32,16,15,16,10,6,7,2,9,32,12,20,0,0,0,2,0,100,0.55,0,0.55,28,0.67,0.42,164,1,82,9,9,0,82,291,0,0.31,8,248,-1,1,1178976600
297,4629,Nelson Antonio Haedo Valdez,Nelson Antonio,Haedo Valdez,Nelson Antonio Haedo Valdez,nelson-antonio-haedo-valdez,36,178,73,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/paraguay/nelson-antonio-haedo-valdez,33,-1,-1,Forward,1723,794,929,438854400,Paraguay,eu,29,8,12,1,0,1,7,2,9,21,5,16,0,0,0,0,0,-1,0.05,0,0.05,31,0.0,0.1,1723,1,82,6,6,1,59,287,0,0.31,202,260,-1,9,1179581400
1385,4629,Nuri Şahin,Nuri,Şahin,Nuri Şahin,nuri-sahin,32,180,73,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/turkey/nuri-sahin,33,-1,-1,Midfielder,1182,518,664,589446000,Turkey,eu,24,4,7,0,0,0,5,1,6,22,6,16,0,0,0,0,0,-1,0.0,0,0.0,25,0.0,0.0,0,1,54,0,0,0,49,0,0,0.0,295,269,-1,14,1179581400
172628,4629,David Odonkor,David,Odonkor,David Odonkor,david-odonkor,36,172,74,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/david-odonkor,33,-1,-1,Midfielder,114,90,24,446198400,Germany,eu,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0.0,0,0.0,0,0.0,0.0,0,0,114,0,0,0,57,0,0,0.0,-1,-1,-1,16,1155994200
172642,4629,Ebi Smolarek,Ebi,Smolarek,Ebi Smolarek,ebi-smolarek,39,180,68,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/poland/ebi-smolarek,33,-1,-1,Forward,2252,1154,1098,347875200,Poland,eu,30,13,12,9,5,4,7,2,9,34,16,18,0,0,0,0,0,-1,0.36,0,0.36,30,0.39,0.33,250,1,66,4,4,0,75,563,0,0.16,31,268,-1,2,1179581400
672346,4629,Bernd Meier,Bernd,Meier,Bernd Meier,bernd-meier,48,-1,-1,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/bernd-meier,33,-1,-1,Goalkeeper,0,0,0,66643200,Germany,eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,-1,-1,-1,-1,0
173182,4629,Lars Ricken,Lars,Ricken,Lars Ricken,lars-ricken,44,178,72,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/lars-ricken,33,-1,-1,Midfielder,542,254,288,205830000,Germany,eu,13,3,2,0,0,0,2,0,2,11,4,7,0,0,0,0,0,-1,0.0,0,0.0,15,0.0,0.0,0,1,49,1,1,0,42,542,0,0.17,296,267,-1,15,1173024000
654248,4629,Martin Amedick,Martin,Amedick,Martin Amedick,martin-amedick,38,194,85,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/martin-amedick,33,-1,-1,Defender,1155,604,551,400143600,Germany,eu,18,6,6,2,2,0,3,0,3,18,6,12,0,0,0,0,0,-1,0.16,0,0.16,17,0.3,0.0,578,1,64,0,0,0,64,0,0,0.0,103,266,93,7,1173537000
15223,4629,Matthew Amoah,Matthew,Amoah,Matthew Amoah,matthew-amoah,39,175,66,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/ghana/matthew-amoah,33,-1,-1,Forward,253,144,109,341218800,Ghana,eu,9,1,0,0,0,0,2,0,2,4,2,2,0,0,0,0,0,-1,0.0,0,0.0,22,0.0,0.0,0,1,63,0,0,0,28,0,0,0.0,-1,-1,-1,13,1166371200
22140,4629,Sascha Kirschstein,Sascha,Kirschstein,Sascha Kirschstein,sascha-kirschstein,40,196,89,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/sascha-kirschstein,36,-1,-1,Goalkeeper,810,450,360,329382000,Germany,eu,9,5,4,0,0,0,1,0,1,11,5,6,0,0,0,0,0,-1,0.0,0,0.0,11,0.0,0.0,0,1,74,0,0,0,90,0,0,0.0,297,265,64,29,1162042200
4666,4629,Guy Roland Demel,Guy Roland,Demel,Guy Roland Demel,guy-roland-demel,39,188,88,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/cote-divoire/guy-roland-demel,36,-1,-1,Defender,574,240,334,361263600,Côte d'Ivoire,eu,8,3,5,0,0,0,1,2,3,7,4,3,0,0,0,0,0,-1,0.0,0,0.0,38,0.0,0.0,0,1,82,4,3,1,72,144,0,0.63,287,264,42,27,1179581400
12254,4629,Thimothée Atouba,Thimothée,Atouba,Thimothée Atouba,thimothee-atouba,38,190,80,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/cameroon/thimothee-atouba,36,-1,-1,Defender,1771,961,810,382780800,Cameroon,eu,21,11,9,0,0,0,5,5,10,14,10,4,0,0,0,0,0,-1,0.0,0,0.0,48,0.0,0.0,0,0,127,5,5,1,84,354,0,0.25,298,263,2,18,1179581400
672247,4629,Bastian Reinhardt,Bastian,Reinhardt,Bastian Reinhardt,bastian-reinhardt,44,194,94,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/bastian-reinhardt,36,-1,-1,Defender,2156,1080,1076,185616000,Germany,eu,25,12,13,1,1,0,5,6,11,21,11,10,0,0,0,0,0,-1,0.04,0,0.04,44,0.08,0.0,2156,0,103,2,2,0,86,1078,0,0.08,208,262,9,13,1179581400
3362,4629,Vincent Kompany,Vincent,Kompany,Vincent Kompany,vincent-kompany,34,193,85,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/belgium/vincent-kompany,36,-1,-1,Defender,540,270,270,513504000,Belgium,eu,6,3,3,0,0,0,1,0,1,6,2,4,0,0,0,0,0,-1,0.0,0,0.0,17,0.0,0.0,0,1,90,1,1,0,90,540,0,0.17,300,261,27,28,1162042200
1756,4629,Rafael van der Vaart,Rafael,van der Vaart,Rafael van der Vaart,rafael-van-der-vaart,37,176,74,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/netherlands/rafael-van-der-vaart,36,-1,-1,Midfielder,2233,1115,1118,413798400,Netherlands,eu,26,13,13,8,3,5,5,6,11,23,13,10,0,0,0,3,1,75,0.32,0,0.32,42,0.24,0.4,279,0,97,6,5,1,86,372,0,0.24,38,259,-1,1,1179581400
84999,4629,David Jarolím,David,Jarolím,David Jarolím,david-jarolim,41,174,72,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/czech-republic/david-jarolim,36,-1,-1,Midfielder,2572,1213,1359,295772400,Czech Republic,eu,30,14,16,2,1,1,4,6,10,30,16,14,0,0,0,0,0,-1,0.07,0,0.07,33,0.07,0.07,1286,1,86,15,15,1,86,171,0,0.52,187,250,-1,10,1179581400
172732,4629,Mehdi Mahdavikia,Mehdi,Mahdavikia,Mehdi Mahdavikia,mehdi-mahdavikia,43,172,72,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/iran/mehdi-mahdavikia,36,-1,-1,Midfielder,1875,1143,732,238575600,Iran,eu,27,13,7,2,2,0,6,5,11,24,15,9,0,0,0,0,0,-1,0.1,0,0.1,41,0.16,0.0,938,1,78,6,5,1,69,313,0,0.29,155,258,-1,9,1178371800
331,4629,Nigel de Jong,Nigel,de Jong,Nigel de Jong,nigel-de-jong,35,174,72,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/netherlands/nigel-de-jong,36,-1,-1,Midfielder,1299,710,589,470649600,Netherlands,eu,18,9,7,0,0,0,3,3,6,15,8,7,0,0,0,0,0,-1,0.0,0,0.0,33,0.0,0.0,0,1,87,6,6,0,72,217,0,0.42,301,257,-1,14,1179581400
24289,4629,José Paolo Guerrero González,José Paolo,Guerrero González,José Paolo Guerrero González,jose-paolo-guerrero-gonzalez,36,185,82,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/peru/jose-paolo-guerrero-gonzalez,36,-1,-1,Forward,727,373,354,441792000,Peru,eu,19,4,3,5,1,4,3,2,5,11,4,7,0,0,0,0,0,-1,0.62,0,0.62,26,0.24,1.02,145,1,66,4,4,0,38,182,0,0.5,6,256,-1,3,1178371800
56089,4629,Boubacar Sanogo,Boubacar,Sanogo,Boubacar Sanogo,boubacar-sanogo,37,187,82,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/cote-divoire/boubacar-sanogo,36,-1,-1,Forward,1842,944,898,408960000,Côte d'Ivoire,eu,31,10,9,4,2,2,5,5,10,24,13,11,0,0,0,0,0,-1,0.2,0,0.2,32,0.19,0.2,461,1,77,4,4,0,59,461,0,0.2,79,255,-1,6,1175952600
108981,4629,Benjamin Lauth,Benjamin,Lauth,Benjamin Lauth,benjamin-lauth,39,179,75,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/benjamin-lauth,36,51,-1,Forward,633,326,307,365756400,Germany,eu,17,3,4,1,1,0,5,2,7,7,2,5,0,0,0,0,0,-1,0.14,0,0.14,41,0.28,0.0,633,1,90,1,1,0,37,633,0,0.14,115,254,-1,9,1178976600
1621,4629,Piotr Trochowski,Piotr,Trochowski,Piotr Trochowski,piotr-trochowski,36,169,72,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/piotr-trochowski,36,-1,-1,Midfielder,1459,679,780,448790400,Germany,eu,25,7,9,2,2,0,5,3,8,19,9,10,0,0,0,0,0,-1,0.12,0,0.12,32,0.27,0.0,730,1,77,2,2,0,58,730,0,0.12,134,253,-1,7,1177254000
23864,4629,Besart Berisha,Besart,Berisha,Besart Berisha,besart-berisha,35,183,80,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/kosovo/besart-berisha,36,-1,-1,Forward,345,135,210,491468400,Kosovo,eu,11,1,2,1,0,1,1,2,3,4,1,3,0,0,0,0,0,-1,0.26,0,0.26,27,0.0,0.43,345,1,86,0,0,0,31,0,0,0.0,55,252,-1,11,1176489000
672259,4629,Alexander Laas,Alexander,Laas,Alexander Laas,alexander-laas,36,175,67,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/alexander-laas,36,-1,-1,Midfielder,1336,615,721,452588400,Germany,eu,21,7,8,1,0,1,4,4,8,12,6,6,0,0,0,0,0,-1,0.07,0,0.07,38,0.0,0.12,1336,0,111,4,4,0,64,334,0,0.27,185,251,-1,12,1178371800
649848,4629,Collin Benjamin,Collin,Benjamin,Collin Benjamin,collin-benjamin,42,183,82,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/namibia/collin-benjamin,36,-1,-1,Defender,1856,1079,777,270975600,Namibia,eu,21,12,9,2,1,1,5,4,9,21,15,6,0,0,0,0,0,-1,0.1,0,0.1,43,0.08,0.12,928,1,88,5,4,1,88,371,0,0.24,149,249,29,8,1179581400
22141,4629,René Klingbeil,René,Klingbeil,René Klingbeil,rene-klingbeil,39,180,79,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/rene-klingbeil,36,-1,-1,Defender,514,90,424,355046400,Germany,eu,8,1,5,0,0,0,0,1,1,8,1,7,0,0,0,0,0,-1,0.0,0,0.0,13,0.0,0.0,0,1,64,1,1,0,64,514,0,0.18,302,226,94,26,1163860200
672306,4629,Stefan Wächter,Stefan,Wächter,Stefan Wächter,stefan-wachter,42,189,-1,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/stefan-wachter,36,-1,-1,Goalkeeper,731,281,450,261907200,Germany,eu,9,3,5,0,0,0,2,1,3,10,3,7,0,0,0,0,0,-1,0.0,0,0.0,33,0.0,0.0,0,1,73,0,0,0,81,0,0,0.0,303,204,66,25,1166279400
655926,4629,Mathias Hain,Mathias,Hain,Mathias Hain,mathias-hain,47,188,86,Bundesliga,Domestic League,2006/2007,2006,2007,https://footystats.org/players/germany/mathias-hain,543,-1,-1,Goalkeeper,2746,1440,1306,94636800,Germany,eu,31,16,15,0,0,0,3,1,4,44,23,21,0,0,0,0,0,-1,0.0,0,0.0,13,0.0,0.0,0,1,62,2,2,0,89,1373,0,0.07,304,225,98,14,1179581400
