id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
974,4,Manuel Neuer,Manuel,Neuer,Manuel Neuer,manuel-neuer,34,193,92,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/germany/manuel-neuer,38,-1,-1,Goalkeeper,3021,1491,1530,512294400,Germany,eu,34,17,17,0,0,0,10,10,20,16,7,9,0,0,0,0,0,-1,0.0,0.0,0.0,59,0.0,0.0,0,0,189,0,0,0,89,0,0,0.0,263,271,5,15,1463232600
975,4,Philipp Lahm,Philipp,Lahm,Philipp Lahm,philipp-lahm,36,170,66,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/germany/philipp-lahm,38,-1,-1,Defender,2200,1152,1048,437385600,Germany,eu,26,13,12,1,1,0,9,7,16,11,4,7,1,1,0,0,0,-1,0.08,0.04,0.04,62,0.08,0.0,2200,0,200,3,3,0,85,733,2200,0.12,212,218,3,13,1463232600
1346,4,Jérôme Boateng,Jérôme,Boateng,Jérôme Boateng,jerome-boateng,32,192,90,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/germany/jerome-boateng,38,-1,-1,Defender,1353,750,603,589273200,Germany,eu,19,10,7,0,0,0,5,5,10,9,4,5,3,3,0,0,0,-1,0.2,0.2,0.0,53,0.0,0.0,0,0,150,5,5,1,71,271,451,0.33,292,50,8,22,1463232600
461666,4,Medhi Amine El Mouttaqi Benatia,Medhi Amine,El Mouttaqi Benatia,Medhi Benatia,medhi-benatia,33,189,94,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/morocco/medhi-benatia,38,-1,-1,Defender,977,647,330,545641200,Morocco,eu,14,7,4,1,1,0,5,2,7,9,4,5,2,1,1,0,0,-1,0.28,0.18,0.09,50,0.14,0.0,977,0,109,2,2,0,70,489,489,0.18,156,64,15,11,1463232600
462411,4,David Olatukunbo Alaba,David,Olatukunbo Alaba,David Alaba,david-alaba,28,180,78,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/austria/david-alaba,38,-1,-1,Defender,2492,1282,1210,709369200,Austria,eu,30,14,13,1,0,1,8,9,17,14,8,6,0,0,0,0,0,-1,0.04,0.0,0.04,56,0.0,0.07,2492,0,178,2,2,0,83,1246,0,0.07,210,298,6,12,1463232600
1347,4,Arjen Robben,Arjen,Robben,Arjen Robben,arjen-robben,36,180,80,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/netherlands/arjen-robben,38,-1,-1,Midfielder,1101,559,542,443692800,Netherlands,eu,15,7,7,4,4,0,5,4,9,6,3,3,1,0,1,1,0,100,0.41,0.08,0.33,60,0.64,0.0,275,0,184,1,1,0,73,1101,1101,0.08,44,169,-1,3,1457199000
979,4,Xabier Alonso Olano,Xabier,Alonso Olano,Xabi Alonso,xabi-alonso,38,183,80,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/spain/xabi-alonso,38,-1,-1,Midfielder,1947,779,1168,375523200,Spain,eu,26,9,14,0,0,0,7,9,16,9,3,6,2,1,1,0,0,-1,0.09,0.09,0.0,62,0.0,0.0,0,0,216,7,7,1,75,278,974,0.32,293,155,-1,21,1462627800
461884,4,Arturo Erasmo Vidal Pardo,Arturo Erasmo,Vidal Pardo,Arturo Vidal,arturo-vidal,33,180,75,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/chile/arturo-vidal,38,-1,-1,Midfielder,2048,1039,1009,548665200,Chile,eu,30,12,12,4,2,2,9,9,18,11,6,5,5,3,2,0,0,-1,0.4,0.22,0.18,60,0.17,0.18,512,0,186,3,3,0,68,683,410,0.13,98,39,-1,4,1463232600
463609,4,Douglas Costa de Souza,Douglas,Costa de Souza,Douglas Costa,douglas-costa,30,172,70,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/brazil/douglas-costa,38,-1,-1,Midfielder,1971,917,1054,653295600,Brazil,eu,27,10,13,4,2,2,7,8,15,9,5,4,9,6,3,0,0,-1,0.59,0.41,0.18,56,0.2,0.17,493,0,219,1,1,0,73,1971,219,0.05,93,6,-1,5,1462627800
983,4,Thomas Müller,Thomas,Müller,Thomas Müller,thomas-muller,31,186,75,Bundesliga,Domestic League,2015/2016,2015,2016,https://footystats.org/players/germany/thomas-muller,38,-1,-1,Forward,2344,1196,1148,621673200,Germany,eu,31,14,12,20,15,5,9,9,18,15,6,9,5,3,2,5,1,83,0.96,0.19,0.77,57,1.13,0.39,117,0,156,4,4,0,76,586,469,0.15,5,56,-1,2,1462627800
