id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
192,1846,Andre Blake,Andre,Blake,Andre Blake,andre-blake,29,185,77,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/jamaica/andre-blake,16,-1,-1,Goalkeeper,2484,1314,1170,659174400,Jamaica,na,28,15,13,0,0,0,3,1,4,44,20,24,0,0,0,0,0,-1,0.0,0.0,0.0,14,0.0,0.0,0,1,56,1,1,0,89,2484,0,0.04,365,517,139,19,1571961600
216,1846,Ray Gaddis,Ray,Gaddis,Ray Gaddis,ray-gaddis,30,170,67,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/usa/ray-gaddis,16,-1,-1,Defender,3143,1577,1566,632217600,USA,na,36,18,18,0,0,0,5,1,6,52,20,32,1,0,1,0,0,-1,0.03,0.03,0.0,17,0.0,0.0,0,1,60,2,2,0,87,1572,3143,0.06,505,301,116,24,1571961600
40600,1846,Kai Wagner,Kai,Wagner,Kai Wagner,kai-wagner,23,182,78,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/germany/kai-wagner,16,-1,-1,Defender,2864,1522,1342,855993600,Germany,na,32,17,15,0,0,0,4,1,5,44,21,23,6,4,2,0,0,-1,0.19,0.19,0.0,16,0.0,0.0,0,1,65,9,8,1,90,318,477,0.28,420,97,95,27,1571961600
548,1846,Auston Trusty,Auston,Trusty,Auston Trusty,auston-trusty,22,188,77,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/usa/auston-trusty,16,-1,-1,Defender,1966,900,1066,902905200,USA,na,22,10,12,1,0,1,4,1,5,33,10,23,0,0,0,0,0,-1,0.05,0.0,0.05,23,0.0,0.08,1966,1,60,5,5,1,89,393,0,0.23,266,377,123,12,1564272000
39076,1846,Jack Elliott,Jack,Elliott,Jack Elliott,jack-elliott,25,196,82,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/england/jack-elliott,16,-1,-1,Defender,3240,1620,1620,809247600,England,na,36,18,18,3,3,0,5,1,6,53,21,32,0,0,0,0,0,-1,0.08,0.0,0.08,17,0.17,0.0,1080,1,61,4,4,0,90,810,0,0.11,217,376,110,9,1571961600
10958,1846,Haris Medunjanin,Haris,Medunjanin,Haris Medunjanin,haris-medunjanin,35,187,83,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/bosnia-and-herzegovina/haris-medunjanin,16,-1,-1,Midfielder,3240,1620,1620,479116800,Bosnia and Herzegovina,na,36,18,18,1,0,1,5,1,6,53,21,32,5,4,1,0,0,-1,0.17,0.14,0.03,17,0.0,0.06,3240,1,61,6,6,0,90,540,648,0.17,288,144,-1,11,1571961600
198,1846,Ilson Pereira Dias Júnior,Ilson,Pereira Dias Júnior,Ilson Pereira Dias Júnior,ilson-pereira-dias-junior,35,178,86,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/brazil/ilson-pereira-dias-junior,16,-1,-1,Midfielder,1147,763,384,497948400,Brazil,na,30,6,1,5,5,0,5,0,5,12,6,6,5,3,2,0,0,-1,0.78,0.39,0.39,17,0.59,0.0,229,0,96,3,3,0,38,382,229,0.24,57,12,-1,5,1570392000
1180,1846,Marco Jhonfai Fabián De La Mora,Marco Jhonfai,Fabián De La Mora,Marco Jhonfai Fabián De La Mora,marco-jhonfai-fabian-de-la-mora,31,170,65,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/mexico/marco-jhonfai-fabian-de-la-mora,16,-1,-1,Midfielder,1260,539,721,617007600,Mexico,na,25,6,9,8,5,3,1,1,2,20,6,14,1,0,1,2,2,50,0.64,0.07,0.57,8,0.83,0.37,158,1,63,7,6,1,50,180,1260,0.5,18,228,-1,2,1569466800
530,1846,Alejandro Bedoya,Alejandro,Bedoya,Alejandro Bedoya,alejandro-bedoya,33,178,73,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/usa/alejandro-bedoya,16,-1,-1,Midfielder,3036,1462,1574,546678000,USA,na,34,16,18,5,3,2,5,1,6,48,18,30,3,2,1,0,0,-1,0.24,0.09,0.15,18,0.18,0.11,607,1,63,8,8,0,89,380,1012,0.24,167,200,-1,4,1571961600
21826,1846,Fabrice Picault,Fabrice,Picault,Fafà Picault,fafa-picault,29,173,63,MLS,Domestic League,2019,2019,2019,https://footystats.org/players/usa/fafa-picault,16,-1,-1,Forward,1975,962,1013,667296000,USA,na,34,11,11,5,2,3,5,1,6,33,13,20,5,5,0,0,0,-1,0.46,0.23,0.23,18,0.19,0.27,395,1,60,4,4,0,58,494,395,0.18,120,68,-1,3,1571961600
