id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
459,1076,Alexander Bono,Alexander,Bono,Alexander Bono,alexander-bono,26,190,88,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/alexander-bono,19,-1,-1,Goalkeeper,2430,1260,1170,765187200,USA,na,27,14,13,0,0,0,2,1,3,41,21,20,0,0,0,0,0,-1,0.0,0.0,0.0,11,0.0,0.0,0,1,59,2,2,0,90,1215,0,0.07,355,351,104,31,1540758600
2762,1076,Gregory van der Wiel,Gregory,van der Wiel,Gregory van der Wiel,gregory-van-der-wiel,32,183,69,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/netherlands/gregory-van-der-wiel,19,-1,-1,Defender,2295,1416,879,570873600,Netherlands,na,27,16,9,0,0,0,2,1,3,39,24,15,4,2,2,0,0,-1,0.16,0.16,0.0,11,0.0,0.0,0,1,59,2,2,1,85,1148,574,0.08,481,120,105,26,1540758600
407,1076,Eriq Zavaleta,Eriq,Zavaleta,Eriq Zavaleta,eriq-zavaleta,28,185,84,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/eriq-zavaleta,19,-1,-1,Defender,1487,715,772,712738800,USA,na,21,9,7,0,0,0,1,0,1,35,16,19,0,0,0,0,0,-1,0.0,0.0,0.0,5,0.0,0.0,0,2,42,4,4,0,71,372,0,0.24,391,388,195,21,1539819000
16,1076,Justin Morrow,Justin,Morrow,Justin Morrow,justin-morrow,33,175,75,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/justin-morrow,19,-1,-1,Defender,1790,914,876,560329200,USA,na,21,10,10,1,0,1,1,0,1,34,16,18,3,2,1,0,0,-1,0.2,0.15,0.05,5,0.0,0.1,1790,1,53,3,3,0,85,597,597,0.15,260,127,136,12,1540758600
17761,1076,Chris Mavinga,Chris,Mavinga,Chris Mavinga,chris-mavinga,29,183,78,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/congo-dr/chris-mavinga,19,-1,-1,Defender,936,585,351,675241200,Congo DR,na,12,7,4,0,0,0,1,0,1,14,8,6,0,0,0,0,0,-1,0.0,0.0,0.0,8,0.0,0.0,0,1,67,4,3,1,78,234,0,0.38,392,389,70,30,1540758600
17,1076,Michael Bradley,Michael,Bradley,Michael Bradley,michael-bradley,33,188,75,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/michael-bradley,19,-1,-1,Midfielder,2857,1530,1327,554713200,USA,na,32,17,15,0,0,0,2,1,3,52,26,26,2,1,1,0,0,-1,0.06,0.06,0.0,9,0.0,0.0,0,1,55,6,6,0,89,476,1429,0.19,393,242,-1,23,1540758600
27892,1076,Víctor Vázquez Solsona,Víctor,Vázquez Solsona,Víctor Vázquez Solsona,victor-vazquez-solsona,33,180,78,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/spain/victor-vazquez-solsona,19,-1,-1,Midfielder,1441,1009,432,538128000,Spain,na,21,14,5,8,6,2,2,1,3,24,18,6,4,2,2,2,0,100,0.75,0.25,0.5,14,0.54,0.42,180,1,60,0,0,0,69,0,360,0.0,29,52,-1,3,1538859600
19,1076,Jonathan Osorio,Jonathan,Osorio,Jonathan Osorio,jonathan-osorio,28,175,72,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/canada/jonathan-osorio,19,-1,-1,Midfielder,2604,1502,1102,708332400,Canada,na,30,17,13,10,6,4,2,1,3,47,26,21,6,5,1,0,0,-1,0.55,0.21,0.35,10,0.36,0.33,260,1,55,6,6,0,87,434,434,0.21,66,77,-1,2,1540758600
10883,1076,Ager Aketxe Barrutia,Ager,Aketxe Barrutia,Ager Aketxe Barrutia,ager-aketxe-barrutia,26,175,66,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/spain/ager-aketxe-barrutia,19,-1,-1,Midfielder,732,360,372,757238400,Spain,na,11,4,5,0,0,0,1,1,2,18,6,12,1,0,1,0,1,0,0.12,0.12,0.0,18,0.0,0.0,0,2,41,1,1,0,67,732,732,0.12,394,154,-1,14,1529874000
405,1076,Jozy Altidore,Jozy,Altidore,Jozy Altidore,jozy-altidore,30,183,79,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/jozy-altidore,19,-1,-1,Forward,877,479,398,626342400,USA,na,13,7,5,7,7,0,1,0,1,16,10,6,0,0,0,2,0,100,0.72,0.0,0.72,8,1.32,0.0,125,1,55,5,4,1,67,175,0,0.51,7,390,-1,4,1538263800
21,1076,Sebastian Giovinco,Sebastian,Giovinco,Sebastian Giovinco,sebastian-giovinco,33,163,61,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/italy/sebastian-giovinco,19,-1,-1,Forward,2385,1423,962,538646400,Italy,na,28,16,10,13,8,5,2,1,3,44,25,19,7,5,2,1,3,25,0.75,0.26,0.49,11,0.51,0.47,183,1,54,7,6,1,85,341,341,0.26,31,44,-1,1,1540758600
24988,1076,Auro Alvaro da Cruz Junior,Auro Alvaro,da Cruz Junior,Auro Alvaro da Cruz Junior,auro-alvaro-da-cruz-junior,24,168,62,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/brazil/auro-alvaro-da-cruz-junior,19,-1,-1,Defender,1425,846,579,822384000,Brazil,na,18,9,7,0,0,0,1,1,2,21,12,9,3,1,2,0,0,-1,0.19,0.19,0.0,11,0.0,0.0,0,1,68,3,3,0,79,475,475,0.19,395,91,63,29,1540148400
30,1076,Marky Delgado,Marky,Delgado,Marky Delgado,marky-delgado,25,175,66,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/marky-delgado,19,-1,-1,Midfielder,1983,1076,907,800607600,USA,na,28,12,9,2,2,0,2,0,2,39,18,21,2,2,0,0,0,-1,0.18,0.09,0.09,7,0.17,0.0,992,1,51,3,3,0,71,661,992,0.14,207,187,-1,10,1540758600
35378,1076,Nicolas Hasler,Nicolas,Hasler,Nicolas Hasler,nicolas-hasler,29,181,76,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/liechtenstein/nicolas-hasler,19,7,-1,Midfielder,1725,761,964,673340400,Liechtenstein,na,24,9,10,0,0,0,3,1,4,32,7,25,3,1,2,0,0,-1,0.16,0.16,0.0,17,0.0,0.0,0,1,54,0,0,0,72,0,575,0.0,396,125,-1,18,1540758600
12,1076,Clinton Irwin,Clinton,Irwin,Clinton Irwin,clinton-irwin,31,191,88,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/clinton-irwin,19,-1,-1,Goalkeeper,630,270,360,607420800,USA,na,7,3,4,0,0,0,0,0,0,18,5,13,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,2,35,0,0,0,90,0,0,0.0,397,391,204,28,1535846400
14,1076,Drew Moor,Drew,Moor,Drew Moor,drew-moor,36,183,75,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/drew-moor,19,-1,-1,Defender,569,289,280,443001600,USA,na,8,3,3,0,0,0,0,0,0,10,6,4,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,1,57,0,0,0,71,0,0,0.0,398,392,111,27,1539819000
406,1076,Jay Chapman,Jay,Chapman,Jay Chapman,jay-chapman,26,183,71,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/canada/jay-chapman,19,-1,-1,Midfielder,981,290,691,757411200,Canada,na,22,2,8,3,3,0,1,1,2,18,4,14,1,1,0,0,0,-1,0.37,0.09,0.28,9,0.93,0.0,327,1,55,2,2,0,45,491,981,0.18,94,195,-1,8,1540148400
514,1076,Tosaint Ricketts,Tosaint,Ricketts,Tosaint Ricketts,tosaint-ricketts,33,183,77,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/canada/tosaint-ricketts,19,-1,-1,Forward,600,192,408,555231600,Canada,na,18,1,3,3,1,2,0,1,1,16,3,13,0,0,0,0,0,-1,0.45,0.0,0.45,6,0.47,0.44,200,2,38,1,1,0,33,600,0,0.15,34,393,-1,7,1527292800
522,1076,Zack Steffen,Zack,Steffen,Zack Steffen,zack-steffen,25,191,86,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/zack-steffen,9,-1,-1,Goalkeeper,2880,1260,1620,796809600,USA,na,32,14,18,0,0,0,5,6,11,38,15,23,0,0,0,0,0,-1,0.0,0.0,0.0,34,0.0,0.0,0,1,76,2,2,0,90,1440,0,0.06,399,394,41,20,1541982600
230,1076,Harrison Afful,Harrison,Afful,Harrison Afful,harrison-afful,34,168,61,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/ghana/harrison-afful,9,-1,-1,Defender,3164,1620,1544,522572400,Ghana,na,35,18,17,2,2,0,5,5,10,44,21,23,4,2,2,0,0,-1,0.17,0.11,0.06,28,0.11,0.0,1582,1,72,1,1,0,90,3164,791,0.03,233,162,55,5,1541982600
17660,1076,Jonathan Mensah,Jonathan,Mensah,Jonathan Mensah,jonathan-mensah,30,188,83,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/ghana/jonathan-mensah,9,-1,-1,Defender,2617,1357,1260,647852400,Ghana,na,30,15,14,1,0,1,5,4,9,33,15,18,0,0,0,0,0,-1,0.03,0.0,0.03,30,0.0,0.07,2617,1,79,7,7,0,87,374,0,0.24,280,395,30,14,1541982600
487,1076,Christian Jesús Martinez,Christian Jesús,Martinez,Christian Jesús Martinez,christian-jesus-martinez,23,-1,-1,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/panama/christian-jesus-martinez,9,-1,-1,Defender,850,421,429,855216000,Panama,na,15,5,6,0,0,0,2,5,7,6,4,2,2,2,0,0,0,-1,0.21,0.21,0.0,47,0.0,0.0,0,0,142,1,1,0,57,850,425,0.11,400,79,1,26,1528932600
29233,1076,Milton Nahuel Valenzuela,Milton Nahuel,Valenzuela,Milton Nahuel Valenzuela,milton-nahuel-valenzuela,22,168,64,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/argentina/milton-nahuel-valenzuela,9,-1,-1,Defender,2827,1357,1470,902991600,Argentina,na,33,15,17,1,1,0,4,6,10,38,19,19,3,1,2,0,0,-1,0.13,0.1,0.03,30,0.07,0.0,2827,1,74,7,7,0,86,404,942,0.22,279,181,46,13,1541982600
39079,1076,Lalas Abubakar,Lalas,Abubakar,Lalas Abubakar,lalas-abubakar,25,183,82,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/ghana/lalas-abubakar,9,-1,-1,Defender,1775,831,944,788342400,Ghana,na,24,10,10,1,0,1,3,6,9,28,15,13,0,0,0,0,0,-1,0.05,0.0,0.05,38,0.0,0.1,1775,1,63,3,3,0,74,592,0,0.15,256,396,84,12,1538263800
233,1076,Federico Fernando Higuaín,Federico Fernando,Higuaín,Federico Fernando Higuaín,federico-fernando-higuain,35,172,75,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/argentina/federico-fernando-higuain,9,-1,-1,Midfielder,2605,1283,1322,467535600,Argentina,na,33,14,15,8,4,4,5,6,11,32,17,15,7,6,1,3,0,100,0.52,0.24,0.28,33,0.28,0.27,326,1,81,8,7,1,79,326,372,0.28,93,55,-1,2,1541982600
237,1076,Wil Trapp,Wil,Trapp,Wil Trapp,wil-trapp,27,173,68,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/wil-trapp,9,-1,-1,Midfielder,2889,1253,1636,727084800,USA,na,33,14,18,1,1,0,4,6,10,41,16,25,1,0,1,0,0,-1,0.06,0.03,0.03,30,0.07,0.0,2889,1,70,3,3,0,88,963,2889,0.09,277,265,-1,11,1541982600
25001,1076,Jose Artur de Lima Junior,Jose Artur,de Lima Junior,Jose Artur de Lima Junior,jose-artur-de-lima-junior,24,180,70,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/brazil/jose-artur-de-lima-junior,9,-1,-1,Midfielder,3055,1586,1469,826531200,Brazil,na,35,18,17,0,0,0,5,5,10,43,21,22,1,1,0,0,0,-1,0.03,0.03,0.0,28,0.0,0.0,0,1,71,5,5,0,87,611,3055,0.15,401,268,-1,25,1541982600
5118,1076,Pedro Miguel Martins Santos,Pedro Miguel,Martins Santos,Pedro Miguel Martins Santos,pedro-miguel-martins-santos,32,173,65,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/portugal/pedro-miguel-martins-santos,9,-1,-1,Forward,2438,1125,1313,577695600,Portugal,na,33,14,17,1,1,0,4,4,8,37,15,22,4,3,1,0,0,-1,0.18,0.15,0.04,24,0.08,0.0,2438,1,66,6,5,1,74,406,610,0.22,268,133,-1,9,1541982600
335,1076,Gyasi Zardes,Gyasi,Zardes,Gyasi Zardes,gyasi-zardes,29,188,79,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/gyasi-zardes,9,-1,-1,Forward,3218,1610,1608,683794800,USA,na,36,18,18,20,18,2,5,6,11,43,21,22,0,0,0,3,1,75,0.56,0.0,0.56,31,1.01,0.11,161,1,75,3,3,0,89,1073,0,0.08,18,397,-1,1,1541982600
148640,1076,Luis Argudo,Luis,Argudo,Luis Argudo,luis-argudo,24,-1,-1,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/luis-argudo,9,-1,-1,Midfielder,701,422,279,818841600,USA,na,20,4,3,0,0,0,2,4,6,11,6,5,0,0,0,0,0,-1,0.0,0.0,0.0,30,0.0,0.0,0,1,64,0,0,0,35,0,0,0.0,402,398,-1,24,1541361600
39040,1076,Alex Crognale,Alex,Crognale,Alex Crognale,alex-crognale,26,196,93,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/alex-crognale,9,-1,-1,Defender,96,35,61,777970800,USA,na,5,0,0,1,1,0,1,2,3,1,1,0,0,0,0,0,0,-1,0.94,0.0,0.94,60,2.57,0.0,96,0,96,0,0,0,19,0,0,0.0,-1,-1,-1,8,0
150,1076,Ricardo Clark,Ricardo,Clark,Ricardo Clark,ricardo-clark,37,178,72,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/ricardo-clark,9,-1,-1,Midfielder,641,367,274,413712000,USA,na,13,4,4,1,1,0,1,2,3,7,5,2,1,1,0,0,0,-1,0.28,0.14,0.14,23,0.25,0.0,641,0,92,1,1,0,49,641,641,0.14,156,134,-1,6,1537056000
136,1076,Adam Jahn,Adam,Jahn,Adam Jahn,adam-jahn,29,190,91,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/adam-jahn,9,-1,-1,Forward,67,28,39,663062400,USA,na,8,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,25,0.0,0.0,0,0,0,0,0,0,8,0,0,0.0,-1,-1,-1,23,0
235,1076,Héctor Jiménez,Héctor,Jiménez,Héctor Jiménez,hector-jimenez,31,175,66,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/hector-jimenez,9,-1,-1,Midfielder,636,247,389,594547200,USA,na,12,3,4,0,0,0,1,1,2,11,2,9,0,0,0,0,0,-1,0.0,0.0,0.0,17,0.0,0.0,0,1,58,0,0,0,53,0,0,0.0,403,399,-1,22,1537410600
97356,1076,Eduardo José Sosa Vegas,Eduardo José,Sosa Vegas,Eduardo José Sosa Vegas,eduardo-jose-sosa-vegas,23,171,71,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/venezuela/eduardo-jose-sosa-vegas,9,-1,-1,Midfielder,386,162,224,866790000,Venezuela,na,10,1,2,1,1,0,1,0,1,9,2,7,0,0,0,0,0,-1,0.23,0.0,0.23,10,0.56,0.0,386,2,43,4,3,1,39,97,0,0.93,111,400,-1,7,1537410600
39103,1076,Logan Ketterer,Logan,Ketterer,Logan Ketterer,logan-ketterer,26,191,82,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/logan-ketterer,9,-1,-1,Goalkeeper,0,0,0,752832000,USA,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,-1,-1,-1,-1,0
208,1076,Chris Seitz,Chris,Seitz,Chris Seitz,chris-seitz,33,191,107,MLS,Domestic League,2018,2018,2018,https://footystats.org/players/usa/chris-seitz,6,-1,-1,Goalkeeper,540,270,270,542534400,USA,na,6,3,3,0,0,0,1,0,1,8,4,4,0,0,0,0,0,-1,0.0,0.0,0.0,17,0.0,0.0,0,1,68,1,1,0,90,540,0,0.17,404,401,64,20,1535587200
