id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
3918,9,Eldin Jakupovic,Eldin,Jakupovic,Eldin Jakupovic,eldin-jakupovic,36,191,82,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/switzerland/eldin-jakupovic,150,-1,-1,Goalkeeper,1980,990,990,465548400,Switzerland,eu,22,11,11,0,0,0,2,3,5,27,10,17,0,0,0,0,0,-1,0.0,0.0,0.0,23,0.0,0.0,0,1,73,0,0,0,90,0,0,0.0,309,314,67,17,1494759600
3919,9,Curtis Davies,Curtis,Davies,Curtis Davies,curtis-davies,35,188,76,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/england/curtis-davies,150,-1,-1,Defender,2139,1082,1057,479721600,England,eu,26,13,12,0,0,0,0,1,1,49,22,27,2,1,1,0,0,-1,0.08,0.08,0.0,4,0.0,0.0,0,2,44,4,4,0,82,535,1070,0.17,396,165,161,22,1495375200
3922,9,Ahmed Eissa El Mohamady Abdel Fattah,Ahmed Eissa,El Mohamady Abdel Fattah,Ahmed Eissa El Mohamady Abdel Fattah,ahmed-eissa-el-mohamady-abdel-fattah,33,182,75,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/egypt/ahmed-eissa-el-mohamady-abdel-fattah,150,-1,-1,Midfielder,2520,1289,1231,558169200,Egypt,eu,33,14,14,0,0,0,1,2,3,50,22,28,2,1,1,0,0,-1,0.07,0.07,0.0,9,0.0,0.0,0,1,50,5,4,1,76,504,1260,0.18,341,181,-1,25,1494759600
3920,9,Andrew Robertson,Andrew,Robertson,Andrew Robertson,andrew-robertson,26,178,64,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/scotland/andrew-robertson,150,-1,-1,Defender,2736,1367,1369,763372800,Scotland,eu,33,15,16,1,1,0,2,3,5,50,21,29,2,2,0,0,0,-1,0.1,0.07,0.03,15,0.07,0.0,2736,1,55,5,5,0,83,547,1368,0.16,248,178,138,10,1494759600
3921,9,Tom Huddlestone,Tom,Huddlestone,Tom Huddlestone,tom-huddlestone,33,188,71,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/england/tom-huddlestone,150,-1,-1,Midfielder,2025,972,1053,536140800,England,eu,31,11,12,1,1,0,2,3,5,40,18,22,0,0,0,1,0,100,0.04,0.0,0.04,16,0.09,0.0,2025,1,51,7,6,1,65,289,0,0.31,233,344,-1,11,1495375200
3923,9,Robert Snodgrass,Robert,Snodgrass,Robert Snodgrass,robert-snodgrass,33,182,82,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/scotland/robert-snodgrass,150,153,-1,Midfielder,2549,1273,1276,557996400,Scotland,eu,35,13,14,7,5,2,2,2,4,53,22,31,5,4,1,2,0,100,0.42,0.18,0.25,11,0.35,0.14,364,1,48,2,2,0,73,1275,510,0.07,70,75,-1,3,1495375200
3924,9,David Meyler,David,Meyler,David Meyler,david-meyler,31,189,81,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/republic-of-ireland/david-meyler,150,-1,-1,Midfielder,954,514,440,612428400,Republic of Ireland,eu,20,6,3,1,0,1,1,2,3,20,10,10,0,0,0,0,0,-1,0.09,0.0,0.09,15,0.0,0.2,954,1,48,2,2,0,48,477,0,0.19,169,345,-1,12,1485979200
3925,9,Jake Livermore,Jake,Livermore,Jake Livermore,jake-livermore,30,180,76,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/england/jake-livermore,150,142,-1,Midfielder,2976,1576,1400,627033600,England,eu,37,18,17,1,1,0,2,2,4,58,22,36,1,0,1,0,0,-1,0.06,0.03,0.03,11,0.06,0.0,2976,1,51,7,6,1,80,425,2976,0.21,251,236,-1,11,1495375200
3926,9,Sam Clucas,Sam,Clucas,Sam Clucas,sam-clucas,30,178,74,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/england/sam-clucas,150,-1,-1,Midfielder,3190,1543,1647,654246000,England,eu,37,17,19,3,2,1,2,3,5,65,27,38,1,1,0,0,0,-1,0.11,0.03,0.08,14,0.12,0.05,1063,1,49,11,10,1,86,290,3190,0.31,177,238,-1,3,1495375200
3927,9,Abel Mathías Hernández Platero,Abel Mathías,Hernández Platero,Abel Mathías Hernández Platero,abel-mathias-hernandez-platero,30,185,73,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/uruguay/abel-mathias-hernandez-platero,150,-1,-1,Forward,1427,815,612,650098800,Uruguay,eu,24,10,6,4,3,1,2,2,4,21,9,12,3,3,0,0,0,-1,0.44,0.19,0.25,17,0.33,0.15,357,1,68,0,0,0,59,0,476,0.0,69,61,-1,2,1494079200
3928,9,Adama Valentin Diomande,Adama Valentin,Diomande,Adama Valentin Diomande,adama-valentin-diomande,30,180,75,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/norway/adama-valentin-diomande,150,-1,-1,Forward,1168,628,540,634982400,Norway,eu,22,7,6,2,2,0,0,1,1,23,9,14,0,0,0,0,0,-1,0.15,0.0,0.15,5,0.29,0.0,584,1,51,1,1,0,53,1168,0,0.08,122,346,-1,6,1484406000
3929,9,Josh Clackstone,Josh,Clackstone,Josh Clackstone,josh-clackstone,24,170,-1,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/england/josh-clackstone,150,-1,-1,Defender,0,0,0,843030000,England,eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,-1,-1,-1,-1,0
3930,9,Jarrod Bowen,Jarrod,Bowen,Jarrod Bowen,jarrod-bowen,23,-1,-1,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/england/jarrod-bowen,150,-1,-1,Forward,176,72,104,851068800,England,eu,7,1,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,3,29,0,0,0,25,0,0,0.0,-1,-1,-1,24,1495375200
3931,9,Dušan Kuciak,Dušan,Kuciak,Dušan Kuciak,dusan-kuciak,35,194,92,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/slovakia/dusan-kuciak,150,-1,-1,Goalkeeper,0,0,0,485506800,Slovakia,eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,-1,-1,-1,-1,0
3932,9,Greg Luer,Greg,Luer,Greg Luer,greg-luer,25,180,73,Premier League,Domestic League,2016/2017,2016,2017,https://footystats.org/players/england/greg-luer,150,-1,-1,Forward,0,0,0,786700800,England,eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,-1,-1,-1,-1,0
