id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,url,club_team_id,club_team_2_id,national_team_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp
4069,3121,Heurelho da Silva Gomes,Heurelho,da Silva Gomes,Heurelho da Silva Gomes,heurelho-da-silva-gomes,39,191,91,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/brazil/heurelho-da-silva-gomes,92,-1,-1,Goalkeeper,2700,1440,1260,351072000,Brazil,eu,30,16,14,0,0,0,5,2,7,37,15,22,0,0,0,0,0,-1,0.0,0.0,0.0,23,0.0,0.0,0,1,73,4,4,0,90,675,0,0.13,323,441,80,18,1304785800
4302,3121,Michael Dawson,Michael,Dawson,Michael Dawson,michael-dawson,36,189,79,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/england/michael-dawson,92,-1,-1,Defender,2160,1170,990,437990400,England,eu,24,13,11,1,0,1,5,2,7,27,12,15,0,0,0,0,0,-1,0.04,0.0,0.04,28,0.0,0.09,2160,1,80,6,6,0,90,360,0,0.25,241,377,61,13,1306076400
170160,3121,Ledley King,Ledley,King,Ledley King,ledley-king,40,188,86,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/england/ledley-king,92,-1,-1,Defender,494,360,134,340182000,England,eu,6,4,2,0,0,0,1,1,2,4,3,1,0,0,0,0,0,-1,0.0,0.0,0.0,33,0.0,0.0,0,0,124,0,0,0,82,0,0,0.0,355,335,13,24,1306076400
8600,3121,Benoît Assou-Ekotto,Benoît,Assou-Ekotto,Benoît Assou-Ekotto,benoit-assou-ekotto,36,178,70,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/cameroon/benoit-assou-ekotto,92,-1,-1,Defender,2572,1402,1170,448963200,Cameroon,eu,30,17,13,0,0,0,5,2,7,34,14,20,0,0,0,0,0,-1,0.0,0.0,0.0,23,0.0,0.0,0,1,76,2,2,0,86,1286,0,0.07,356,309,71,23,1303567200
36583,3121,Vedran Ćorluka,Vedran,Ćorluka,Vedran Ćorluka,vedran-corluka,34,192,84,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/croatia/vedran-corluka,92,-1,-1,Defender,1166,457,709,507974400,Croatia,eu,15,5,8,0,0,0,3,2,5,12,6,6,1,1,0,0,0,-1,0.08,0.08,0.0,33,0.0,0.0,0,0,97,1,1,0,78,1166,1166,0.08,357,192,34,22,1305053100
4021,3121,Aaron Lennon,Aaron,Lennon,Aaron Lennon,aaron-lennon,33,165,63,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/england/aaron-lennon,92,-1,-1,Midfielder,2360,1102,1258,545554800,England,eu,34,11,14,3,2,1,5,3,8,26,7,19,4,2,2,0,0,-1,0.27,0.15,0.11,24,0.16,0.07,787,0,91,1,1,0,69,2360,590,0.04,168,120,-1,6,1306076400
3168,3121,Luka Modrić,Luka,Modrić,Luka Modrić,luka-modric,35,173,65,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/croatia/luka-modric,92,-1,-1,Midfielder,2800,1427,1373,495097200,Croatia,eu,32,16,16,3,1,2,5,2,7,37,15,22,2,2,0,1,0,100,0.16,0.06,0.1,22,0.06,0.13,933,1,76,3,3,0,88,933,1400,0.1,178,215,-1,7,1306076400
3921,3121,Tom Huddlestone,Tom,Huddlestone,Tom Huddlestone,tom-huddlestone,33,188,71,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/england/tom-huddlestone,92,-1,-1,Midfielder,1164,776,388,536140800,England,eu,14,9,4,2,1,1,1,0,1,16,11,5,2,1,1,0,0,-1,0.31,0.15,0.15,7,0.12,0.23,582,1,73,3,3,0,83,388,582,0.23,134,115,-1,10,1306076400
4055,3121,Peter Crouch,Peter,Crouch,Peter Crouch,peter-crouch,39,201,75,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/england/peter-crouch,92,-1,-1,Forward,1934,1089,845,349689600,England,eu,34,12,8,4,3,1,4,3,7,26,14,12,7,5,2,0,0,-1,0.51,0.33,0.19,21,0.25,0.11,484,1,74,0,0,0,57,0,276,0.0,103,22,-1,4,1306076400
4100,3121,Jermain Defoe,Jermain,Defoe,Jermain Defoe,jermain-defoe,38,171,65,Premier League,Domestic League,2010/2011,2010,2011,https://footystats.org/players/england/jermain-defoe,92,-1,-1,Forward,1479,758,721,402822000,England,eu,22,8,8,4,2,2,3,3,6,16,7,9,2,1,1,0,1,0,0.37,0.12,0.24,27,0.24,0.25,370,0,92,2,1,1,67,740,740,0.12,75,143,-1,5,1306076400
